Age,Income,Gender,Spend_Score,Education,City,Purchased
21,116507,Female,29,Bachelors,Mumbai,0
29,45954,Female,8,PhD,Kolkata,1
62,75021,Female,12,High School,Delhi,1
19,109959,Male,41,PhD,Bangalore,0
44,115927,Male,26,Masters,Kolkata,0
48,99866,Female,50,Bachelors,Delhi,0
68,90427,Female,2,PhD,Kolkata,0
68,24992,Male,55,Masters,Delhi,0
53,21961,Male,56,High School,Chennai,0
53,32497,Female,14,High School,Delhi,0
43,137551,Male,6,Masters,Bangalore,0
60,52551,Male,95,Masters,Kolkata,0
44,96384,Female,81,High School,Kolkata,1
22,145374,Female,89,PhD,Kolkata,0
37,75755,Female,61,Masters,Mumbai,0
28,33255,Male,96,PhD,Mumbai,0
27,24567,Female,12,High School,Bangalore,1
57,68847,Female,13,PhD,Chennai,1
55,124817,Male,19,PhD,Mumbai,0
23,68003,Female,44,Masters,Delhi,1
25,40389,Male,89,PhD,Bangalore,0
40,64523,Male,95,PhD,Chennai,1
64,143802,Male,59,PhD,Delhi,0
43,81576,Male,37,High School,Kolkata,0
63,147342,Male,25,High School,Mumbai,1
60,63919,Male,16,Bachelors,Delhi,0
29,102103,Female,38,High School,Chennai,1
43,142443,Female,43,High School,Bangalore,0
30,23358,Female,87,Bachelors,Delhi,1
57,108535,Male,14,Bachelors,Bangalore,0
35,127894,Female,6,Masters,Kolkata,0
42,141485,Male,89,Masters,Chennai,1
50,96524,Female,23,High School,Chennai,1
64,143416,Male,60,PhD,Mumbai,1
57,125982,Female,12,Masters,Chennai,1
60,117057,Male,13,Masters,Delhi,1
29,25698,Female,98,High School,Delhi,0
61,86809,Male,6,PhD,Delhi,0
53,113079,Female,63,Bachelors,Kolkata,0
65,75805,Male,38,Bachelors,Chennai,0
21,51349,Female,50,High School,Chennai,1
22,96777,Female,52,High School,Delhi,0
54,70248,Female,40,PhD,Mumbai,1
25,95033,Male,8,High School,Mumbai,0
59,127411,Male,61,High School,Chennai,1
66,118239,Male,8,High School,Chennai,0
45,64041,Male,97,PhD,Bangalore,0
48,51954,Male,34,High School,Chennai,1
26,28002,Female,79,Masters,Delhi,0
68,89783,Male,60,PhD,Kolkata,0
46,127524,Female,57,Masters,Chennai,0
31,107234,Female,99,PhD,Chennai,0
57,144857,Male,46,Masters,Delhi,0
58,39738,Female,22,PhD,Bangalore,1
39,30703,Male,87,Bachelors,Chennai,0
28,133776,Male,40,High School,Mumbai,0
40,69422,Male,45,High School,Mumbai,0
18,103106,Female,55,PhD,Mumbai,1
63,81899,Male,51,Masters,Kolkata,1
54,32392,Male,86,Bachelors,Kolkata,0
38,64724,Male,5,Masters,Chennai,0
43,52299,Female,95,High School,Chennai,0
63,35641,Male,13,High School,Chennai,1
53,99534,Female,28,Masters,Kolkata,1
40,26305,Female,84,PhD,Chennai,1
18,118262,Male,97,PhD,Delhi,0
68,38782,Female,80,Masters,Bangalore,0
57,98257,Female,62,High School,Mumbai,0
32,125299,Male,93,Masters,Mumbai,0
38,97963,Male,87,High School,Delhi,0
64,132086,Male,24,Masters,Chennai,0
26,141987,Female,98,PhD,Kolkata,1
26,40566,Male,7,Bachelors,Chennai,0
27,144591,Female,38,High School,Chennai,1
69,87766,Female,37,Bachelors,Mumbai,0
43,26511,Female,68,PhD,Mumbai,1
58,134816,Female,98,Masters,Kolkata,1
52,127765,Female,42,PhD,Mumbai,1
69,138360,Male,86,Bachelors,Chennai,1
42,46177,Male,5,PhD,Delhi,1
43,24765,Female,64,PhD,Kolkata,0
28,40354,Female,50,Masters,Delhi,0
55,43929,Male,87,Bachelors,Chennai,1
19,48820,Male,15,Bachelors,Kolkata,1
24,131576,Female,95,Bachelors,Delhi,1
35,49523,Female,73,High School,Kolkata,0
44,91088,Male,53,PhD,Chennai,0
51,86163,Male,25,Bachelors,Kolkata,1
44,97525,Female,89,PhD,Chennai,1
34,33780,Male,85,Masters,Kolkata,0
60,26589,Male,9,Masters,Kolkata,0
61,54812,Female,38,High School,Mumbai,0
68,113664,Female,22,High School,Chennai,0
41,65939,Female,87,Masters,Bangalore,0
42,71493,Male,49,Bachelors,Kolkata,0
24,124188,Female,68,Masters,Delhi,1
69,113326,Male,93,PhD,Mumbai,0
23,60953,Female,15,High School,Mumbai,0
41,85785,Female,65,High School,Kolkata,1
50,39309,Male,54,Masters,Bangalore,1
66,74195,Male,30,Bachelors,Mumbai,1
46,135662,Female,93,Bachelors,Chennai,0
60,45901,Female,20,PhD,Kolkata,1
39,43576,Male,33,High School,Kolkata,0
43,51508,Female,86,Masters,Bangalore,1
45,94711,Male,77,Masters,Chennai,1
67,45464,Male,7,High School,Chennai,0
38,80281,Female,8,Masters,Bangalore,0
66,36260,Male,28,High School,Delhi,0
24,144997,Male,45,Bachelors,Chennai,1
34,55440,Male,73,Bachelors,Delhi,0
37,115082,Female,89,Masters,Delhi,1
58,125583,Male,80,Bachelors,Kolkata,0
66,76683,Female,74,Bachelors,Kolkata,0
37,144206,Female,11,PhD,Mumbai,1
39,61430,Female,31,High School,Kolkata,1
45,21987,Male,12,High School,Chennai,1
57,134778,Male,95,Masters,Chennai,0
66,45105,Female,78,High School,Delhi,0
24,98484,Female,51,PhD,Chennai,0
18,138747,Male,44,Masters,Kolkata,0
49,33026,Female,96,Masters,Kolkata,0
30,88309,Female,50,High School,Kolkata,1
47,65927,Male,17,Bachelors,Bangalore,0
40,95414,Female,35,Bachelors,Chennai,0
68,77535,Male,1,Bachelors,Mumbai,0
36,62946,Male,29,Bachelors,Chennai,0
49,146503,Female,51,PhD,Chennai,1
47,76561,Male,64,Masters,Bangalore,0
46,30377,Male,4,Bachelors,Chennai,0
66,73592,Male,87,PhD,Delhi,0
62,27347,Female,28,Masters,Kolkata,1
46,53776,Female,16,High School,Kolkata,1
47,23783,Female,63,High School,Bangalore,1
33,75798,Male,76,PhD,Kolkata,0
57,24298,Male,53,Masters,Delhi,0
36,90204,Female,85,Bachelors,Bangalore,1
35,106207,Female,17,Masters,Mumbai,1
18,120356,Male,40,Bachelors,Kolkata,1
31,75161,Female,13,PhD,Chennai,1
68,80652,Female,52,Bachelors,Delhi,0
64,54484,Female,58,PhD,Delhi,1
67,118614,Female,96,Masters,Kolkata,1
19,149572,Female,37,Masters,Mumbai,1
45,132695,Male,79,Bachelors,Chennai,0
66,40922,Female,76,Masters,Mumbai,0
67,54028,Female,61,Bachelors,Mumbai,0
47,131461,Male,79,Masters,Kolkata,0
55,40316,Male,34,High School,Chennai,0
68,96996,Male,70,Bachelors,Kolkata,1
21,36968,Male,17,PhD,Kolkata,0
18,50266,Female,20,High School,Delhi,0
25,145679,Female,73,PhD,Kolkata,0
46,115745,Female,59,Masters,Bangalore,0
56,44000,Female,69,High School,Chennai,1
20,143239,Male,87,Masters,Delhi,0
49,34011,Male,33,Bachelors,Chennai,0
27,22866,Female,78,PhD,Delhi,1
27,132669,Female,17,Masters,Bangalore,1
36,25898,Female,57,PhD,Kolkata,0
63,38395,Female,83,PhD,Delhi,1
51,59019,Male,97,Masters,Delhi,1
50,123243,Female,1,Bachelors,Delhi,1
40,24006,Male,13,PhD,Bangalore,0
45,54393,Male,27,Masters,Chennai,1
49,30956,Male,70,Bachelors,Bangalore,0
67,70042,Male,59,Masters,Delhi,0
24,116199,Female,6,Bachelors,Delhi,0
46,26078,Female,97,PhD,Kolkata,0
25,49631,Female,94,High School,Bangalore,1
18,115676,Female,99,Masters,Bangalore,0
20,141724,Male,23,PhD,Mumbai,0
41,82901,Male,10,Masters,Chennai,0
40,127227,Male,51,Masters,Mumbai,0
25,89497,Female,19,Bachelors,Mumbai,1
64,114813,Male,51,Masters,Chennai,0
54,137192,Male,92,Bachelors,Kolkata,1
20,61574,Male,87,PhD,Kolkata,1
68,138494,Male,68,Masters,Chennai,1
50,51417,Female,84,PhD,Chennai,1
45,108020,Male,83,High School,Bangalore,0
64,103639,Male,42,PhD,Bangalore,1
25,85006,Female,91,Masters,Bangalore,1
51,114881,Female,57,High School,Bangalore,1
52,131862,Female,98,Bachelors,Delhi,1
49,59454,Male,68,High School,Delhi,1
41,21587,Male,38,Masters,Kolkata,1
31,141688,Male,62,Masters,Delhi,1
49,128107,Male,7,PhD,Delhi,0
63,135584,Female,71,Bachelors,Bangalore,0
60,74710,Male,50,Masters,Bangalore,0
33,143157,Male,52,Masters,Chennai,0
21,106567,Female,26,Bachelors,Bangalore,1
69,111748,Female,26,Bachelors,Chennai,1
54,95886,Female,19,PhD,Chennai,1
38,38816,Male,9,High School,Delhi,1
31,105824,Male,61,Bachelors,Bangalore,0
48,49432,Male,20,Masters,Delhi,1
65,129758,Male,50,Bachelors,Bangalore,0
35,68617,Male,80,Masters,Delhi,0
24,92373,Female,81,PhD,Delhi,0
27,54217,Female,22,High School,Delhi,1
24,40884,Male,13,PhD,Kolkata,0
50,25454,Male,12,Bachelors,Delhi,1
40,94960,Male,10,Masters,Mumbai,0
38,122421,Male,65,Bachelors,Mumbai,0
36,127173,Male,96,Bachelors,Mumbai,0
65,63618,Female,30,Bachelors,Chennai,0
36,103948,Female,8,Bachelors,Delhi,1
53,82671,Female,21,High School,Mumbai,0
46,67111,Male,22,Masters,Chennai,1
35,59613,Male,18,Bachelors,Mumbai,1
19,105678,Female,66,Masters,Bangalore,1
18,140592,Female,48,High School,Kolkata,0
64,122928,Male,44,Masters,Delhi,1
22,144917,Female,9,Masters,Kolkata,0
37,79993,Female,67,High School,Kolkata,0
28,148652,Male,54,Bachelors,Bangalore,0
59,28848,Female,26,Masters,Bangalore,1
19,134853,Female,85,PhD,Bangalore,0
20,98672,Female,94,Masters,Chennai,0
40,139279,Male,92,Bachelors,Mumbai,0
29,86125,Female,26,PhD,Delhi,0
37,106444,Female,34,Bachelors,Bangalore,0
22,137509,Female,8,Masters,Delhi,1
54,81602,Male,10,High School,Delhi,0
55,92045,Male,48,Bachelors,Delhi,1
47,125997,Female,55,Bachelors,Bangalore,1
26,62222,Male,54,High School,Bangalore,1
51,69223,Female,78,Masters,Mumbai,0
61,130012,Male,40,Bachelors,Bangalore,1
52,131246,Male,15,Masters,Bangalore,0
69,85333,Female,81,Masters,Delhi,0
39,72732,Female,18,Masters,Mumbai,1
61,142650,Female,96,High School,Kolkata,1
41,69420,Male,23,Masters,Bangalore,1
34,95504,Female,62,Masters,Bangalore,1
27,22462,Male,46,PhD,Kolkata,0
47,29460,Male,87,PhD,Delhi,1
63,119319,Female,99,PhD,Mumbai,0
40,145602,Male,39,Bachelors,Delhi,0
49,29275,Female,15,Bachelors,Chennai,1
34,114213,Male,53,PhD,Bangalore,1
67,33269,Female,88,High School,Chennai,0
68,149593,Male,64,High School,Bangalore,0
34,142672,Male,63,PhD,Chennai,0
31,85942,Female,92,Bachelors,Kolkata,0
26,92920,Male,80,Bachelors,Bangalore,1
57,140737,Female,16,High School,Bangalore,1
19,42553,Male,70,Masters,Chennai,1
62,44366,Male,66,High School,Mumbai,1
42,64036,Male,13,Masters,Chennai,0
56,37369,Female,47,Bachelors,Bangalore,0
26,31795,Female,9,Bachelors,Bangalore,0
39,90021,Female,63,PhD,Mumbai,1
60,127205,Female,34,Bachelors,Delhi,1
63,88154,Female,81,Masters,Mumbai,1
21,50143,Male,91,High School,Delhi,0
43,49425,Male,29,PhD,Bangalore,0
46,108209,Female,37,Masters,Kolkata,1
62,95139,Male,43,High School,Kolkata,0
51,125232,Male,86,High School,Chennai,1
40,25368,Male,64,High School,Mumbai,0
54,24621,Male,24,Bachelors,Mumbai,0
28,78829,Female,71,High School,Kolkata,1
23,149036,Male,34,Bachelors,Delhi,0
35,80294,Female,48,High School,Mumbai,1
38,34719,Female,12,High School,Delhi,1
59,49227,Male,23,Bachelors,Delhi,0
53,129430,Female,79,Bachelors,Delhi,1
58,27566,Male,97,Masters,Delhi,0
55,32306,Male,13,High School,Chennai,0
51,73822,Male,87,Bachelors,Chennai,1
34,44042,Female,96,Masters,Kolkata,0
54,35086,Female,45,Masters,Chennai,0
42,37387,Female,99,Bachelors,Mumbai,1
55,47042,Male,65,High School,Chennai,0
29,109424,Male,47,Masters,Mumbai,1
40,71618,Male,58,High School,Mumbai,1
59,112050,Female,5,High School,Delhi,0
39,38323,Male,77,Masters,Kolkata,0
38,38019,Male,5,Bachelors,Delhi,0
44,95426,Female,60,High School,Delhi,0
48,60863,Female,96,PhD,Chennai,1
23,140953,Female,21,Bachelors,Chennai,1
44,131023,Male,24,Masters,Mumbai,0
57,30283,Male,18,PhD,Chennai,1
51,38279,Male,21,High School,Chennai,1
29,66999,Female,54,Bachelors,Bangalore,0
62,82780,Female,10,PhD,Mumbai,1
24,42908,Female,24,Bachelors,Mumbai,1
27,81584,Female,85,High School,Bangalore,0
62,146278,Male,89,Bachelors,Mumbai,0
34,133002,Male,60,PhD,Kolkata,1
43,70225,Male,57,Bachelors,Kolkata,0
38,57952,Male,23,Masters,Bangalore,0
45,120706,Male,22,Masters,Chennai,1
63,57663,Male,68,PhD,Kolkata,1
19,142019,Male,34,Bachelors,Bangalore,0
60,129708,Male,70,PhD,Kolkata,0
18,81381,Female,28,Bachelors,Delhi,0
68,67929,Female,95,High School,Bangalore,0
53,29343,Male,99,Masters,Mumbai,0
68,96173,Female,39,High School,Kolkata,0
43,120260,Male,42,Bachelors,Mumbai,0
46,59791,Male,23,High School,Bangalore,0
38,49134,Female,70,PhD,Kolkata,0
28,132366,Male,80,PhD,Mumbai,0
57,67101,Male,2,Bachelors,Chennai,0
28,89443,Male,24,Masters,Chennai,0
53,119111,Male,17,PhD,Delhi,1
66,77530,Male,65,Masters,Bangalore,0
56,66799,Male,70,Bachelors,Mumbai,1
57,24827,Male,69,Masters,Delhi,1
52,116143,Female,60,Bachelors,Bangalore,0
51,82653,Female,50,High School,Chennai,1
64,33699,Male,93,Bachelors,Mumbai,0
41,122828,Female,12,High School,Kolkata,0
39,133497,Male,47,Bachelors,Chennai,0
22,111419,Male,67,PhD,Kolkata,0
50,134527,Male,65,PhD,Kolkata,0
53,136972,Male,27,Masters,Mumbai,0
64,25313,Female,48,Bachelors,Mumbai,1
37,33598,Female,88,Bachelors,Kolkata,1
36,131362,Female,62,Bachelors,Delhi,0
52,135445,Female,44,Masters,Kolkata,0
69,48807,Male,19,PhD,Kolkata,0
60,90423,Female,59,Bachelors,Mumbai,0
34,89390,Male,8,Masters,Bangalore,1
62,65226,Male,55,Bachelors,Chennai,0
60,79550,Female,47,High School,Mumbai,0
51,100072,Male,2,Bachelors,Delhi,1
26,23558,Female,94,High School,Chennai,1
43,95308,Female,94,Masters,Mumbai,0
19,70113,Female,39,Masters,Mumbai,0
26,72999,Female,45,PhD,Bangalore,0
26,75878,Female,32,Bachelors,Delhi,0
57,56343,Male,65,Masters,Delhi,0
34,78219,Female,38,PhD,Mumbai,0
18,55186,Female,77,Bachelors,Bangalore,1
42,56966,Male,11,Masters,Mumbai,0
60,53769,Female,10,High School,Kolkata,0
57,139932,Female,59,Masters,Kolkata,0
59,146264,Male,90,High School,Bangalore,0
42,125423,Male,55,PhD,Mumbai,1
56,73218,Female,20,PhD,Bangalore,0
52,39229,Male,81,Bachelors,Mumbai,0
20,95209,Female,17,Bachelors,Mumbai,0
67,47877,Male,68,Bachelors,Kolkata,0
54,78001,Female,5,PhD,Chennai,0
61,117137,Female,60,High School,Delhi,0
61,58084,Female,23,Bachelors,Delhi,0
68,101780,Male,46,Bachelors,Bangalore,0
47,112892,Female,52,PhD,Delhi,0
55,36806,Male,10,High School,Kolkata,1
51,108635,Female,46,Masters,Chennai,1
29,130177,Female,28,Bachelors,Mumbai,1
36,57034,Female,97,Masters,Mumbai,1
54,60317,Female,43,Masters,Kolkata,0
61,75468,Female,26,Bachelors,Delhi,1
66,39094,Male,55,PhD,Mumbai,0
34,77796,Male,48,Bachelors,Delhi,0
27,30589,Male,29,High School,Kolkata,0
66,77221,Female,27,High School,Mumbai,0
64,144855,Female,18,Bachelors,Bangalore,1
29,21657,Male,60,Masters,Chennai,0
33,118300,Female,74,High School,Delhi,0
41,137229,Female,69,High School,Delhi,0
36,59531,Female,74,Bachelors,Delhi,0
25,72227,Male,21,Bachelors,Delhi,0
48,23164,Male,24,PhD,Kolkata,0
38,113078,Male,3,Bachelors,Kolkata,0
34,103973,Male,95,Bachelors,Kolkata,1
40,61247,Male,62,High School,Kolkata,0
54,124041,Female,2,High School,Mumbai,0
33,39601,Female,66,High School,Kolkata,1
23,113966,Female,42,Masters,Mumbai,1
25,70599,Female,34,High School,Bangalore,0
42,91545,Male,42,High School,Kolkata,0
35,135295,Male,20,Bachelors,Bangalore,1
42,24552,Female,97,PhD,Kolkata,0
29,136452,Male,68,High School,Bangalore,0
32,29417,Female,45,PhD,Chennai,0
43,78579,Female,75,High School,Bangalore,1
58,127525,Female,42,High School,Mumbai,1
62,88207,Female,47,PhD,Delhi,1
43,92055,Male,5,Bachelors,Bangalore,0
64,122266,Female,89,High School,Delhi,0
49,98270,Male,49,PhD,Chennai,0
27,131426,Female,37,High School,Chennai,1
33,137865,Female,34,Masters,Mumbai,1
24,23722,Female,73,Masters,Mumbai,0
34,90442,Female,70,Masters,Bangalore,1
40,115632,Male,18,Masters,Kolkata,0
43,60031,Female,78,Bachelors,Chennai,0
38,99235,Male,19,Masters,Delhi,1
39,41438,Female,78,PhD,Kolkata,0
24,78819,Female,40,High School,Chennai,0
31,63856,Female,17,PhD,Bangalore,0
32,53576,Male,60,Masters,Chennai,1
24,61938,Female,99,Bachelors,Mumbai,1
26,69028,Female,93,Masters,Delhi,1
68,79807,Female,42,Masters,Delhi,1
65,69877,Female,81,Bachelors,Mumbai,0
25,117783,Female,72,Bachelors,Kolkata,0
67,63461,Male,65,Bachelors,Mumbai,1
40,113474,Male,53,Bachelors,Delhi,0
46,60469,Female,7,Bachelors,Bangalore,1
35,103136,Female,5,Bachelors,Kolkata,1
48,40435,Male,24,High School,Chennai,1
47,104117,Female,28,Masters,Bangalore,0
69,34191,Male,62,Masters,Kolkata,0
56,104726,Female,17,Bachelors,Delhi,1
52,143658,Female,20,PhD,Delhi,1
35,135660,Male,3,Bachelors,Bangalore,1
59,47386,Female,37,High School,Kolkata,0
56,51721,Male,90,PhD,Chennai,0
34,74786,Male,15,High School,Chennai,1
31,33704,Male,51,PhD,Mumbai,1
48,76635,Female,48,PhD,Bangalore,1
41,22123,Male,8,Bachelors,Kolkata,0
52,110710,Male,13,High School,Bangalore,1
61,129837,Female,48,PhD,Chennai,0
62,134912,Female,3,High School,Kolkata,1
51,82993,Female,65,Bachelors,Delhi,0
20,132752,Female,73,Bachelors,Delhi,0
54,100122,Female,31,Bachelors,Kolkata,1
60,117512,Female,26,Bachelors,Bangalore,0
57,45416,Male,81,Masters,Bangalore,0
43,21814,Female,56,PhD,Delhi,0
40,98537,Male,34,Masters,Delhi,1
61,70258,Female,9,Bachelors,Chennai,0
56,36508,Male,62,PhD,Kolkata,0
32,105166,Male,13,PhD,Bangalore,1
66,98916,Female,69,High School,Chennai,0
21,133710,Female,41,Bachelors,Bangalore,0
46,55699,Male,77,Masters,Delhi,0
39,66335,Female,1,High School,Kolkata,1
42,66806,Female,89,PhD,Mumbai,0
30,97853,Male,47,Masters,Kolkata,1
35,83768,Male,4,Bachelors,Mumbai,0
50,55739,Male,63,Masters,Chennai,1
33,54785,Female,52,Masters,Mumbai,1
62,51980,Female,10,Masters,Mumbai,0
59,109335,Female,28,High School,Chennai,0
61,120719,Female,6,PhD,Kolkata,1
19,114702,Male,27,Masters,Chennai,0
52,105016,Female,12,PhD,Delhi,1
59,21609,Male,62,High School,Delhi,0
51,86253,Female,52,Bachelors,Mumbai,1
47,105481,Female,48,Bachelors,Chennai,0
30,111128,Male,67,Masters,Chennai,1
30,48141,Female,46,High School,Chennai,0
35,50009,Female,97,Bachelors,Kolkata,0
49,147581,Male,74,High School,Bangalore,0
49,130966,Female,95,High School,Bangalore,0
52,26782,Male,15,Masters,Bangalore,0
56,112072,Male,71,Masters,Kolkata,0
63,119352,Male,36,High School,Chennai,1
69,45933,Male,14,High School,Bangalore,0
46,97154,Female,78,Masters,Chennai,1
66,28307,Female,3,High School,Mumbai,0
46,112207,Female,67,Masters,Bangalore,0
61,126209,Male,86,PhD,Mumbai,0
33,128297,Female,19,High School,Kolkata,1
61,95874,Female,99,Masters,Delhi,1
64,58346,Female,76,High School,Kolkata,0
27,132138,Female,54,Masters,Kolkata,1
47,70772,Male,69,High School,Kolkata,0
42,92084,Male,10,Bachelors,Bangalore,0
56,60149,Female,33,Bachelors,Mumbai,0
37,106700,Male,13,High School,Bangalore,0
22,47526,Female,99,Bachelors,Delhi,0
18,116758,Female,51,High School,Kolkata,1
47,105712,Female,32,High School,Chennai,0
66,148447,Male,75,PhD,Delhi,1
20,88477,Female,24,PhD,Mumbai,0
62,25695,Male,35,Bachelors,Delhi,0
31,59169,Male,83,PhD,Bangalore,1
47,67947,Female,70,PhD,Chennai,1
67,67224,Male,40,High School,Bangalore,1
21,65865,Male,54,Masters,Kolkata,0
35,45553,Female,44,High School,Kolkata,1
54,124501,Male,62,PhD,Delhi,1
42,80410,Male,99,High School,Kolkata,0
65,123754,Female,68,Bachelors,Kolkata,0
18,110895,Female,33,Masters,Mumbai,0
63,44816,Male,77,PhD,Mumbai,0
32,75026,Female,56,PhD,Bangalore,0
26,70705,Female,36,High School,Bangalore,1
32,81922,Male,54,High School,Mumbai,0
66,135700,Male,19,High School,Delhi,1
41,93914,Female,43,High School,Mumbai,1
21,21881,Male,12,PhD,Bangalore,0
29,59567,Female,11,High School,Chennai,0
54,67365,Female,70,PhD,Kolkata,0
54,147928,Male,12,High School,Chennai,1
60,99211,Male,91,Masters,Chennai,1
23,90122,Female,41,Masters,Kolkata,0
56,45006,Female,25,High School,Mumbai,1
63,61198,Female,3,High School,Delhi,0
41,42831,Female,3,Bachelors,Chennai,1
28,120649,Male,84,Masters,Delhi,0
30,36459,Female,28,PhD,Bangalore,0
51,52443,Male,23,Masters,Chennai,0
42,62316,Male,48,PhD,Bangalore,0
24,116131,Female,67,High School,Mumbai,0
69,84486,Male,42,Masters,Chennai,1
21,25877,Male,88,Masters,Bangalore,0
25,59553,Female,40,Bachelors,Bangalore,1
37,134137,Male,6,Bachelors,Mumbai,0
46,24922,Male,20,Masters,Delhi,1
68,142778,Female,11,Masters,Delhi,1
62,137018,Female,96,Masters,Chennai,1
63,24686,Female,27,PhD,Mumbai,0
27,52766,Female,21,High School,Chennai,0
60,99943,Female,13,Bachelors,Delhi,1
51,52006,Female,86,High School,Mumbai,0
43,51422,Female,35,Bachelors,Kolkata,0
58,136590,Male,47,Bachelors,Mumbai,0
66,148886,Male,86,Bachelors,Mumbai,1
20,32205,Female,28,Masters,Kolkata,1
23,106590,Male,21,Bachelors,Bangalore,1
22,43527,Male,18,High School,Bangalore,0
22,131483,Female,31,Bachelors,Bangalore,0
64,38443,Male,60,High School,Delhi,1
40,36524,Female,37,Bachelors,Mumbai,0
66,136477,Male,21,Bachelors,Kolkata,0
26,48202,Female,14,Masters,Delhi,0
52,85552,Male,89,High School,Kolkata,0
37,66142,Male,91,Bachelors,Delhi,0
66,81692,Male,60,Bachelors,Delhi,0
59,102384,Female,23,High School,Delhi,0
52,40855,Male,95,Bachelors,Kolkata,0
67,103747,Male,29,PhD,Chennai,1
35,80372,Female,47,Masters,Delhi,0
34,45095,Female,30,High School,Bangalore,0
41,58724,Male,90,Masters,Mumbai,1
20,69241,Male,84,PhD,Chennai,1
49,123119,Male,38,PhD,Chennai,0
52,72003,Male,83,PhD,Kolkata,1
55,88379,Female,27,High School,Chennai,0
30,114837,Male,89,PhD,Kolkata,0
64,111996,Male,87,High School,Kolkata,0
42,117454,Female,93,High School,Bangalore,0
26,114283,Male,15,Bachelors,Delhi,1
21,35972,Male,59,High School,Chennai,0
31,143805,Male,3,PhD,Delhi,0
54,113846,Female,10,High School,Delhi,1
51,42927,Female,79,High School,Delhi,0
28,140589,Male,80,Masters,Kolkata,1
58,135657,Male,17,PhD,Delhi,1
20,86630,Female,83,High School,Chennai,0
45,124428,Male,11,Bachelors,Kolkata,1
46,142035,Male,48,High School,Chennai,0
26,72347,Female,5,High School,Kolkata,0
20,119708,Female,69,Masters,Mumbai,0
42,146244,Female,64,PhD,Mumbai,1
51,108860,Male,14,PhD,Mumbai,1
29,106210,Male,50,Bachelors,Mumbai,0
59,89518,Male,26,Bachelors,Kolkata,0
26,65283,Male,72,Bachelors,Delhi,0
32,101326,Female,69,High School,Bangalore,1
57,32205,Male,7,High School,Bangalore,1
42,140243,Male,16,Bachelors,Mumbai,1
22,109874,Female,55,PhD,Delhi,1
28,32748,Female,78,PhD,Chennai,0
51,41097,Male,56,Bachelors,Delhi,0
41,23092,Female,4,Masters,Chennai,0
32,73311,Female,48,PhD,Bangalore,1
55,42692,Male,17,PhD,Delhi,0
25,144954,Male,36,Bachelors,Delhi,0
22,43862,Male,70,PhD,Bangalore,1
65,110396,Male,80,High School,Delhi,1
43,99507,Female,93,High School,Chennai,0
35,100152,Female,38,PhD,Delhi,1
23,90469,Male,62,High School,Chennai,1
54,24926,Male,48,Masters,Mumbai,0
65,111299,Female,10,PhD,Delhi,0
30,23969,Male,36,Bachelors,Chennai,0
45,55733,Male,29,High School,Bangalore,0
22,89855,Male,78,Masters,Mumbai,1
30,61743,Male,4,Masters,Delhi,0
34,59876,Female,44,High School,Chennai,0
67,127445,Male,56,Masters,Delhi,0
57,40323,Female,42,PhD,Chennai,0
62,36428,Male,13,Masters,Delhi,0
49,54578,Male,46,High School,Mumbai,1
46,106486,Female,82,Masters,Mumbai,0
68,128577,Male,33,High School,Delhi,1
20,84140,Female,21,High School,Delhi,1
57,146378,Male,80,Masters,Kolkata,0
51,127325,Male,79,High School,Delhi,1
57,103829,Male,57,High School,Delhi,1
44,26364,Male,69,Bachelors,Mumbai,0
30,148867,Male,70,PhD,Delhi,0
62,55349,Female,67,High School,Bangalore,1
50,20691,Female,48,PhD,Delhi,1
23,146899,Male,76,Bachelors,Kolkata,0
41,115598,Male,33,Bachelors,Chennai,0
36,86467,Female,36,Bachelors,Mumbai,0
33,65896,Female,33,Bachelors,Bangalore,0
57,77062,Male,31,PhD,Chennai,0
45,117266,Male,21,Masters,Bangalore,0
50,99762,Female,27,Masters,Mumbai,0
65,33861,Male,91,PhD,Kolkata,0
58,116837,Female,72,High School,Mumbai,0
30,133779,Male,62,PhD,Bangalore,0
60,108302,Female,96,High School,Bangalore,0
62,121710,Female,26,High School,Mumbai,0
42,83928,Male,66,Masters,Delhi,1
59,126643,Female,12,Bachelors,Mumbai,1
53,135720,Male,22,Masters,Kolkata,0
44,103231,Male,17,Masters,Mumbai,0
55,61347,Male,7,PhD,Chennai,0
24,23121,Male,68,PhD,Delhi,0
22,103793,Female,37,High School,Chennai,0
60,48164,Male,38,PhD,Mumbai,0
62,45491,Male,96,High School,Delhi,1
68,79222,Male,11,High School,Chennai,0
48,43165,Male,1,Bachelors,Chennai,0
40,134250,Female,25,Bachelors,Delhi,1
59,23748,Male,42,Masters,Delhi,1
27,118581,Female,52,Bachelors,Bangalore,0
49,46553,Female,24,High School,Delhi,0
60,136547,Female,53,PhD,Mumbai,0
47,80380,Male,56,Bachelors,Kolkata,0
56,64331,Male,63,Bachelors,Bangalore,0
48,116033,Male,81,Bachelors,Delhi,0
35,116844,Male,8,Bachelors,Kolkata,0
53,140617,Female,59,High School,Bangalore,1
19,59560,Female,45,High School,Mumbai,1
31,73865,Male,27,Masters,Kolkata,0
30,66686,Male,52,PhD,Delhi,0
46,95910,Male,18,Masters,Delhi,0
29,24675,Male,91,Masters,Mumbai,0
56,86706,Male,86,Bachelors,Bangalore,0
19,126985,Male,16,PhD,Kolkata,1
49,129021,Male,66,Bachelors,Mumbai,1
